Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_01_916.jpg;0;0.1019798;0;0.8125803;118.0787;131.4572;0.03595162;116.6708;359.8999
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_01_966.jpg;0;0;0;0.8093997;118.0566;131.5012;0.07324915;116.6514;359.9104
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_015.jpg;0;0.09968229;0;0.8028616;118.0418;131.5305;0.0976237;116.6474;359.9177
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_066.jpg;0;0.1485719;0;0.8097386;118.0197;131.5746;0.1295538;116.6981;359.929
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_115.jpg;0;0;0;0.8093666;118.005;131.6039;0.144675;116.6321;359.9376
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_165.jpg;0;0;0;0.8113254;117.9831;131.6476;0.1609595;116.6333;359.9492
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_216.jpg;0;0.1003368;0;0.803593;117.9687;131.6763;0.1574121;116.6343;359.9569
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_265.jpg;0;0.1482584;0;0.8198724;117.9466;131.7205;0.1775596;116.6396;359.9684
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_316.jpg;0;0;0;0.8059519;117.932;131.7495;0.1766744;116.68;359.9758
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_366.jpg;0;0;0;0.8140942;117.9101;131.7932;0.1772165;116.6809;359.9874
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_415.jpg;0;0.1499342;0;0.8064066;117.8957;131.8219;0.1666855;116.6765;-0.00534179
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_466.jpg;0;0.1975977;0;0.8221219;117.8734;131.8663;0.1809934;116.7661;0.004488487
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_517.jpg;0;0.04900737;0;0.8279672;117.8584;131.8961;0.1920356;116.8211;0.01151051
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_566.jpg;0;0;0;0.8223155;117.8362;131.9401;0.1891003;116.8256;0.02251781
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_616.jpg;0;0.1499342;0;0.8150528;117.8215;131.969;0.1749169;116.8268;0.0291354
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_666.jpg;0;0.09526246;0;0.8327081;117.799;132.0137;0.1840621;116.8493;0.03773461
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_715.jpg;0;0;0;0.8201282;117.7842;132.0429;0.174696;116.9198;0.04276344
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_765.jpg;0;0.05072819;0;0.8247526;117.762;132.0866;0.1555007;116.922;0.05060008
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_816.jpg;0;0.2004176;0;0.8195116;117.7471;132.1159;0.1439623;116.925;0.05489843
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_865.jpg;0;0.04977356;0;0.8401865;117.7244;132.1607;0.1490883;116.9885;0.05983569
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_916.jpg;0;0;0;0.829708;117.7095;132.1901;0.1394891;116.9847;0.06291688
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_02_965.jpg;0;0.09959523;0;0.821248;117.6873;132.2337;0.1105192;116.9854;0.06635467
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_016.jpg;0;0.1518844;0;0.8326498;117.6722;132.2634;0.1076958;116.991;0.06772254
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_065.jpg;0;0.001636814;0;0.8359277;117.6495;132.308;0.1021749;116.9748;0.06848843
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_116.jpg;0;0;0;0.8312778;117.6345;132.3374;0.09003169;116.9714;0.067935
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_166.jpg;-1.487291;0;0;0.828453;117.6124;132.3815;0.0663001;116.9367;0.06087157
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_216.jpg;-2.260674;0;0;0.8263651;117.5981;132.4109;0.0471101;116.8409;0.04552159
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_265.jpg;-0.002919193;0;0;0.8237216;117.5763;132.4546;0.01543853;116.7796;0.03449504
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_316.jpg;-0.787196;0;0;0.8218993;117.5618;132.4837;359.9928;116.7659;0.02944933
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_366.jpg;-3.032521;0;0;0.8189709;117.5406;132.5273;359.9572;116.6483;0.007422502
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_416.jpg;-2.296735;0;0;0.8169677;117.5267;132.5564;359.933;116.5413;359.9895
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_466.jpg;-0.06261025;0;0;0.8143397;117.5054;132.5997;359.8976;116.4758;359.9764
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_514.jpg;-0.7566515;0;0;0.8125025;117.4912;132.6285;359.8747;116.4622;359.9712
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_566.jpg;-2.967745;0;0;0.8095584;117.4705;132.6718;359.8419;116.3489;359.9502
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_614.jpg;-3.786039;0;0;0.8072408;117.4571;132.7008;359.8238;116.1975;359.9297
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_665.jpg;-1.570044;0;0;0.8044951;117.4366;132.7441;359.8038;116.0463;359.9138
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_714.jpg;-0.7782232;0;0;0.8026307;117.4227;132.7728;359.7925;116.0203;359.9135
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_765.jpg;-3.02192;0;0;0.7996626;117.4024;132.816;359.7809;115.904;359.9041
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_814.jpg;-2.299086;0;0;0.7976466;117.3891;132.8449;359.7768;115.7983;359.8972
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_863.jpg;-0.09419934;0;0;0.794944;117.3755;132.8736;359.7734;115.7394;359.8966
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_914.jpg;-1.531448;0;0;0.7930954;117.3551;132.9165;359.7699;115.6946;359.9011
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_03_964.jpg;-3.755079;0;0;0.7900779;117.3354;132.9597;359.7705;115.5378;359.8924
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_014.jpg;-1.506527;0;0;0.7881942;117.3223;132.9883;359.7724;115.4527;359.8914
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_064.jpg;0;0;0;0.785483;117.3021;133.031;359.777;115.4233;359.9037
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_114.jpg;-1.475046;0;0;0.7836715;117.2888;133.0595;359.7804;115.3885;359.9087
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_165.jpg;-3.848986;0;0;0.7807735;117.2696;133.1023;359.7855;115.2318;359.9016
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_214.jpg;-1.717112;0;0;0.7789034;117.2568;133.1307;359.789;115.14;359.9002
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_264.jpg;0;0;0;0.7762911;117.2437;133.159;359.7928;115.1053;359.9066
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_315.jpg;-2.277898;0;0;0.7744794;117.2244;133.2013;359.7983;115.029;359.911
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_365.jpg;-4.508934;0;0;0.7715296;117.2059;133.2439;359.8031;114.8305;359.8983
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_415.jpg;-3.751391;0;0;0.7695564;117.1938;133.2722;359.8073;114.6725;359.8886
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_464.jpg;-1.506481;0.05074048;0;0.7670767;117.1754;133.3142;359.807;114.5178;359.887
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_514.jpg;0;0.1983639;0;0.7724788;117.1627;133.3422;359.8135;114.4155;359.8972
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_565.jpg;0;0.1499219;0;0.7794412;117.1431;133.3855;359.8558;114.3394;359.9124
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_614.jpg;0;0.0004015192;0;0.7723849;117.1301;133.4141;359.8776;114.3514;359.9219
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_664.jpg;0;0.101399;0;0.7689903;117.1107;133.4571;359.912;114.4041;359.9366
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_717.jpg;0;0.2505896;0;0.7709993;117.0978;133.4857;359.9325;114.4745;359.947
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_764.jpg;0;0.1011798;0;0.7757688;117.078;133.5292;359.9792;114.3961;359.9634
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_815.jpg;0;0;0;0.7800295;117.0648;133.5582;0.007147654;114.3455;359.9732
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_865.jpg;0;0.1525267;0;0.7916735;117.0451;133.6017;0.04824709;114.2414;359.9863
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_915.jpg;0;0.3006028;0;0.792707;117.0318;133.6314;0.08903607;114.3101;359.9934
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_04_965.jpg;0;0.1506809;0;0.8045871;117.0113;133.6768;0.1653264;114.3757;0.004611474
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_014.jpg;0;0;0;0.8122002;116.9977;133.7069;0.2072031;114.3693;0.01223455
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_064.jpg;-2.231851;0;0;0.8000371;116.9781;133.7514;0.2427915;114.2978;0.01208374
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_115.jpg;-2.987012;0;0;0.7980464;116.9655;133.781;0.2563717;114.1739;0.001391448
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_164.jpg;-0.7403036;0;0;0.7956641;116.9529;133.8103;0.2630235;114.0908;-0.003373938
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_214.jpg;-0.74141;0;0;0.7939752;116.9336;133.8538;0.2607151;114.0661;0.0008909287
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_265.jpg;-3.013654;0;0;0.7913258;116.915;133.8972;0.2448099;113.9514;359.9906
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_315.jpg;-5.258641;0;0;0.7892475;116.9033;133.9262;0.2269905;113.781;359.9707
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_364.jpg;-7.493826;0.09958499;0;0.7767319;116.8869;133.9692;0.1789553;113.3695;359.9257
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_414.jpg;-5.239988;0.2498408;0;0.7878925;116.8756;133.9987;0.1654638;113.0674;359.8996
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_463.jpg;-2.986628;0.4000649;0;0.7937962;116.8641;134.0282;0.1535757;112.8703;359.8803
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_515.jpg;-0.7194233;0.2489179;0;0.8157263;116.8455;134.0737;0.1695941;112.7825;359.8734
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_564.jpg;0;0.1010262;0;0.8169757;116.8262;134.1194;0.1884765;112.7639;359.8818
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_614.jpg;0;0.2529249;0;0.8226672;116.8133;134.1501;0.2026266;112.8027;359.8888
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_665.jpg;0;0.2996102;0;0.8350189;116.7936;134.1969;0.236155;112.8076;359.9034
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_714.jpg;0;0.1483701;0;0.841381;116.7803;134.2285;0.2615257;112.8148;359.9148
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_765.jpg;-0.7797442;0;0;0.8500487;116.7604;134.2758;0.2913292;112.7547;359.9317
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_814.jpg;-2.996568;0;0;0.8400673;116.7479;134.307;0.2931872;112.6642;359.9308
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_864.jpg;-3.735443;0;0;0.837002;116.73;134.3536;0.2814293;112.4322;359.9179
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_915.jpg;-1.449479;0;0;0.8353952;116.7178;134.3845;0.2672373;112.3415;359.9175
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_05_964.jpg;-0.7518886;0;0;0.8327975;116.6992;134.4303;0.2378275;112.3009;359.9261
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_014.jpg;-3.022027;0;0;0.8308923;116.6872;134.4608;0.2123831;112.2122;359.9221
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_064.jpg;-2.212646;0;0;0.8279856;116.6698;134.5065;0.1673669;112.0324;359.9113
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_114.jpg;-0.0009989552;0;0;0.8262694;116.6577;134.5366;0.13417;111.9999;359.9164
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_164.jpg;-1.519141;0;0;0.8235412;116.6398;134.5817;0.08101051;111.962;359.9232
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_214.jpg;-3.736611;0;0;0.821497;116.6285;134.6118;0.04383024;111.8468;359.915
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_264.jpg;-1.478672;0;0;0.8186852;116.6113;134.6568;359.9877;111.7014;359.9087
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_315.jpg;0;0;0;0.8168657;116.5995;134.6865;359.9509;111.6875;359.9158
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_365.jpg;-2.245863;0;0;0.814044;116.5823;134.7312;359.8974;111.6133;359.9171
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_413.jpg;-4.501897;0;0;0.811879;116.5714;134.7612;359.863;111.4697;359.9047
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_463.jpg;-3.720601;0;0;0.8087016;116.5608;134.7912;359.8326;111.2858;359.8903
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_515.jpg;-1.494773;0;0;0.8069416;116.5442;134.836;359.7966;111.1322;359.8898
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_563.jpg;0;0.1507557;0;0.813309;116.5328;134.8658;359.7773;111.1133;359.9001
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_614.jpg;0;0.3009931;0;0.8119441;116.5152;134.9113;359.7763;111.0844;359.9185
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_664.jpg;0;0.1457889;0;0.8241793;116.5032;134.9424;359.797;111.066;359.9309
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_714.jpg;0;0.1030697;0;0.8287696;116.4853;134.989;359.8254;111.1263;359.9487
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_763.jpg;0;0.2504144;0;0.8230395;116.4732;135.0203;359.8497;111.0799;359.9609
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_814.jpg;0;0.3000681;0;0.8295424;116.4548;135.0682;359.9107;111.083;359.9778
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_865.jpg;0;0.1505785;0;0.8509943;116.436;135.117;359.9904;111.0388;359.9937
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_914.jpg;-0.7479092;0.001817122;0;0.8495525;116.4235;135.1495;0.03832835;111.0219;0.001362412
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_06_964.jpg;-2.990454;0;0;0.8421585;116.4117;135.1817;0.07179306;110.9595;0.0005134694
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_014.jpg;-5.244921;0;0;0.839884;116.3949;135.2299;0.1088075;110.7059;359.9767
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_064.jpg;-2.987703;0;0;0.8371146;116.384;135.2619;0.125777;110.5275;359.9603
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_114.jpg;-2.22211;0;0;0.8354991;116.3671;135.3094;0.1411277;110.3872;359.9515
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_164.jpg;-4.482569;0;0;0.8325403;116.3562;135.341;0.1443536;110.2609;359.9392
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_215.jpg;-5.258196;0;0;0.8300875;116.3408;135.3883;0.138636;109.9431;359.9033
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_266.jpg;-2.95613;0;0;0.8276855;116.3253;135.4352;0.1240051;109.6982;359.8787
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_314.jpg;-3.643395;0;0;0.8260266;116.315;135.4663;0.1098937;109.5678;359.8659
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_364.jpg;-5.906804;0;0;0.8228598;116.3003;135.5129;0.08208187;109.2772;359.8335
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_414.jpg;-5.160278;0;0;0.8207297;116.2909;135.5439;0.05961235;109.0568;359.8104
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_465.jpg;-2.910973;0;0;0.8183401;116.2763;135.5902;0.02424505;108.821;359.7893
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_514.jpg;-3.602003;0;0;0.8166491;116.2666;135.6209;-0.0006073199;108.6946;359.7794
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_564.jpg;-2.863927;0;0;0.81372;116.2571;135.6516;359.9758;108.5418;359.7691
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_614.jpg;-0.6167269;0;0;0.8119741;116.2423;135.6974;359.9427;108.438;359.7755
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_663.jpg;0;0.1005048;0;0.8012044;116.2323;135.7275;359.9157;108.4249;359.7894
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_714.jpg;0;0.2499903;0;0.8194318;116.2167;135.7741;359.912;108.4518;359.8126
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_764.jpg;0;0.2992876;0;0.8283191;116.201;135.8211;359.9204;108.4243;359.8375
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_815.jpg;0;0.1467189;0;0.8309945;116.1904;135.8532;359.942;108.4777;359.8544
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_863.jpg;0;0.1910668;0;0.8397371;116.1797;135.8852;359.9627;108.5081;359.8722
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_915.jpg;0;0.3416657;0;0.8406568;116.1634;135.934;0.01085069;108.4362;359.8992
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_07_964.jpg;0;0.1898417;0;0.8599724;116.1466;135.9843;0.09088754;108.3912;359.9248
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_014.jpg;0;0.04330001;0;0.8662414;116.1354;136.0181;0.1438764;108.3864;359.9409
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_063.jpg;-1.511751;0;0;0.8530857;116.1245;136.0509;0.1713216;108.375;359.9547
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_114.jpg;-3.771765;0;0;0.8510417;116.1093;136.1002;0.1984667;108.2128;359.954
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_163.jpg;-1.550731;0;0;0.8482804;116.0993;136.1328;0.2079474;108.0939;359.9526
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_214.jpg;0;0;0;0.8464721;116.0837;136.1812;0.210628;108.0542;359.9678
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_264.jpg;-2.252347;0;0;0.8437272;116.0735;136.2133;0.2052188;108.0176;359.9741
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_314.jpg;-4.505216;0;0;0.8415815;116.0593;136.2614;0.1867006;107.8138;359.962
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_363.jpg;-6.787509;0.1016069;0;0.8327225;116.0505;136.2932;0.1639293;107.5895;359.9428
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_414.jpg;-5.973609;0.2503192;0;0.8522039;116.0375;136.3424;0.1569175;107.1641;359.9016
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_464.jpg;-3.707158;0.0992224;0;0.8571696;116.0241;136.3916;0.148828;106.7816;359.8785
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_514.jpg;-1.487691;0;0;0.8588049;116.0148;136.4243;0.1426488;106.6432;359.8747
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_564.jpg;0;0.1538962;0;0.857893;116.0052;136.4568;0.1331387;106.6144;359.8779
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_614.jpg;0;0.09852789;0;0.8599074;115.9905;136.5059;0.1246884;106.6269;359.8877
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_664.jpg;0;0;0;0.8518524;115.9808;136.5383;0.1124017;106.6429;359.8953
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_714.jpg;-0.7703566;0;0;0.8499821;115.9664;136.5868;0.08789055;106.6317;359.9062
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_764.jpg;-3.027205;0;0;0.8470578;115.9572;136.619;0.06811731;106.567;359.9057
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_814.jpg;-3.715285;0;0;0.844737;115.9443;136.6675;0.03374847;106.3396;359.8877
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_864.jpg;-1.511628;0;0;0.8421167;115.9356;136.6996;0.009207807;106.221;359.8814
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_915.jpg;-0.7600161;0;0;0.8402519;115.9219;136.7474;359.9709;106.1725;359.8893
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_08_963.jpg;-3.016588;0;0;0.8373082;115.9131;136.7793;359.9449;106.1065;359.8888
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_015.jpg;-5.270702;0;0;0.8349735;115.901;136.8271;359.905;105.8595;359.8677
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_065.jpg;-5.997301;0.1522972;0;0.8389768;115.8897;136.8751;359.8689;105.5648;359.8366
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_114.jpg;-3.795442;0.2990879;0;0.8350397;115.8816;136.9079;359.8736;105.3553;359.8287
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_164.jpg;-1.540791;0.1487778;0;0.8529115;115.8731;136.9412;359.8885;105.164;359.8264
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_214.jpg;0;0.09740426;0;0.8510851;115.8598;136.9911;359.9163;105.061;359.842
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_264.jpg;0;0.2472166;0;0.8520708;115.8508;137.0244;359.9359;104.9987;359.8547
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_315.jpg;0;0.1973027;0;0.8688177;115.8371;137.0757;-0.005142633;104.9643;359.8735
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_365.jpg;0;0.04485793;0;0.8732413;115.8233;137.1274;0.05585182;104.9608;359.8926
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_415.jpg;0;0.1015332;0;0.8722201;115.8141;137.1617;0.09073671;104.959;359.9055
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_464.jpg;0;0.2486987;0;0.8758904;115.8003;137.2133;0.1434929;104.9546;359.9251
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_514.jpg;0;0.1000162;0;0.8801372;115.7911;137.2479;0.1790387;104.9518;359.938
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_564.jpg;0;0;0;0.8685406;115.7819;137.2821;0.2000075;104.9503;359.9506
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_615.jpg;0;0.09934838;0;0.8636599;115.7684;137.3328;0.2137583;104.9504;359.9688
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_665.jpg;0;0.2545505;0;0.8823188;115.7546;137.3845;0.2460964;104.9493;359.9861
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_715.jpg;0;0.4026881;0;0.8890107;115.7453;137.4194;0.273359;104.9431;-0.002270557
U:\RoboND\RoboND-Rover-Project\IMG\robocam_2018_06_04_11_44_09_763.jpg;0;0.5497779;0;0.9036825;115.736;137.4547;0.3029355;104.9416;0.003768245
